building,site,timezone,training_valid_fraction,complete_training_days,training_scale,reason,training_missing,training_negative,training_zero,selected
Fox_assembly_Carlos,Fox,US/Mountain,0.996654501216545,256,120.91266554775709,eligible,22,0,0,False
Fox_assembly_Cathy,Fox,US/Mountain,0.9996958637469586,270,58.18319592333435,eligible,2,0,9,False
Fox_assembly_Cecelia,Fox,US/Mountain,0.9996958637469586,270,16.858442348646182,eligible,2,0,0,False
Fox_assembly_Christie,Fox,US/Mountain,0.9998479318734793,271,22.475651711026618,eligible,1,0,5,False
Fox_assembly_Cindy,Fox,US/Mountain,0.9995437956204379,269,54.009511638521225,eligible,3,0,0,False
Fox_assembly_Dixie,Fox,US/Mountain,0.9995437956204379,269,77.07643237486688,eligible,3,0,0,False
Fox_assembly_Emma,Fox,US/Mountain,0.9995437956204379,269,154.16733455043357,eligible,3,0,6,False
Fox_assembly_Gary,Fox,US/Mountain,0.9996958637469586,270,85.7927867356252,eligible,2,0,0,False
Fox_assembly_Jerrod,Fox,US/Mountain,0.9560523114355232,198,2.030257674566566,eligible,289,0,21,False
Fox_assembly_Johnnie,Fox,US/Mountain,0.9998479318734793,271,311.72983878326994,eligible,1,0,0,False
Fox_assembly_Kathie,Fox,US/Mountain,0.9800790754257908,222,11.332093095422808,eligible,131,0,0,False
Fox_assembly_Lakeisha,Fox,US/Mountain,0.9998479318734793,271,15.198597718631177,eligible,1,0,0,False
Fox_assembly_Leeanne,Fox,US/Mountain,0.9998479318734793,271,19.58937186311787,eligible,1,0,0,False
Fox_assembly_Renna,Fox,US/Mountain,0.9996958637469586,270,372.15970794037116,eligible,2,0,0,False
Fox_assembly_Sheldon,Fox,US/Mountain,0.9998479318734793,271,94.22499315589353,eligible,1,0,0,False
Fox_assembly_Terrell,Fox,US/Mountain,0.9996958637469586,270,62.38544873745057,eligible,2,0,7,False
Fox_assembly_Tony,Fox,US/Mountain,0.9998479318734793,271,85.81749657794677,eligible,1,0,0,False
Fox_education_Andre,Fox,US/Mountain,0.9998479318734793,271,442.98503269961975,eligible,1,0,0,False
Fox_education_Ashli,Fox,US/Mountain,0.9996958637469586,270,35.32629449345909,eligible,2,0,1,False
Fox_education_Burton,Fox,US/Mountain,0.9998479318734793,271,49.8617536121673,eligible,1,0,1,False
Fox_education_Carleen,Fox,US/Mountain,0.9998479318734793,271,102.65236197718632,eligible,1,0,11,False
Fox_education_Charles,Fox,US/Mountain,0.9983272506082725,262,15.973506473724296,eligible,11,0,0,False
Fox_education_Claire,Fox,US/Mountain,0.9998479318734793,271,64.28578707224335,eligible,1,0,0,False
Fox_education_Claude,Fox,US/Mountain,0.9981751824817519,266,958.9168769043267,eligible,12,0,0,False
Fox_education_Cynthia,Fox,US/Mountain,0.996198296836983,262,193.9882521752404,eligible,25,0,1,False
Fox_education_Delma,Fox,US/Mountain,0.9998479318734793,271,117.07646539923954,eligible,1,0,0,False
Fox_education_Dewayne,Fox,US/Mountain,0.9996958637469586,270,81.48373592941894,eligible,2,0,5,False
Fox_education_Dominique,Fox,US/Mountain,0.9986313868613139,268,184.16411603471906,eligible,9,0,0,False
Fox_education_Eddy,Fox,US/Mountain,0.9996958637469586,270,299.66910100395495,eligible,2,0,0,False
Fox_education_Eldon,Fox,US/Mountain,0.9995437956204379,269,185.43881180587252,eligible,3,0,0,False
Fox_education_Elizabeth,Fox,US/Mountain,0.9996958637469586,270,513.4602570733192,eligible,2,0,7,False
Fox_education_Elois,Fox,US/Mountain,0.9995437956204379,269,10.278396470409248,eligible,3,0,3,False
Fox_education_Elvira,Fox,US/Mountain,0.9995437956204379,269,211.0125680815457,eligible,3,0,0,False
Fox_education_Etta,Fox,US/Mountain,0.9995437956204379,269,198.65781986916173,eligible,3,0,0,False
Fox_education_Gayla,Fox,US/Mountain,0.9995437956204379,269,61.27739996957249,eligible,3,0,0,False
Fox_education_Geoffrey,Fox,US/Mountain,0.9995437956204379,269,121.4651605050966,eligible,3,0,1,False
Fox_education_Gloria,Fox,US/Mountain,0.9995437956204379,269,670.6124874486536,eligible,3,0,0,False
Fox_education_Henrietta,Fox,US/Mountain,1.0,272,17.84297749391727,eligible,0,0,0,False
Fox_education_Heriberto,Fox,US/Mountain,0.9995437956204379,269,39.900669405142246,eligible,3,0,0,False
Fox_education_Jaclyn,Fox,US/Mountain,0.9995437956204379,269,197.10477255438914,eligible,3,0,0,False
Fox_education_Jacqueline,Fox,US/Mountain,0.9998479318734793,271,118.60233916349809,eligible,1,0,1412,False
Fox_education_Janina,Fox,US/Mountain,0.9995437956204379,269,128.29560626806634,eligible,3,0,26,False
Fox_education_John,Fox,US/Mountain,0.9998479318734793,271,57.98907984790875,eligible,1,0,0,False
Fox_education_Kendrick,Fox,US/Mountain,0.9998479318734793,271,10.916994676806084,eligible,1,0,0,False
Fox_education_Kim,Fox,US/Mountain,0.9998479318734793,271,57.60315437262358,eligible,1,0,0,False
Fox_education_Kris,Fox,US/Mountain,0.9998479318734793,271,100.71723498098861,eligible,1,0,0,False
Fox_education_Leona,Fox,US/Mountain,0.9996958637469586,270,268.2485488287192,eligible,2,0,0,False
Fox_education_Leota,Fox,US/Mountain,0.9995437956204379,269,222.0691738931995,eligible,3,0,0,False
Fox_education_Lesley,Fox,US/Mountain,0.9993917274939172,268,13.210818624467437,eligible,4,0,0,False
Fox_education_Lilly,Fox,US/Mountain,0.9996958637469586,270,191.69646181928812,eligible,2,0,6,False
Fox_education_Long,Fox,US/Mountain,0.9996958637469586,270,149.89687861271676,eligible,2,0,0,False
Fox_education_Louie,Fox,US/Mountain,0.9996958637469586,270,74.20158807423182,eligible,2,0,0,False
Fox_education_Marcelina,Fox,US/Mountain,0.9989355231143552,266,3.7651316790987974,eligible,7,0,25,False
Fox_education_Maris,Fox,US/Mountain,0.9995437956204379,269,14.503973832344442,eligible,3,0,1496,False
Fox_education_Marlana,Fox,US/Mountain,0.9995437956204379,269,168.9222714133577,eligible,3,0,6,False
Fox_education_Maureen,Fox,US/Mountain,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Fox_education_Melinda,Fox,US/Mountain,0.9996958637469586,270,470.5348144204442,eligible,2,0,1,False
Fox_education_Melvin,Fox,US/Mountain,0.9996958637469586,270,68.45745056282325,eligible,2,0,6,False
Fox_education_Miguelina,Fox,US/Mountain,0.9984793187347932,265,100.42741547365215,eligible,10,0,0,False
Fox_education_Nilda,Fox,US/Mountain,0.9998479318734793,271,131.72437566539924,eligible,1,0,0,False
Fox_education_Ollie,Fox,US/Mountain,0.9998479318734793,271,105.26542661596959,eligible,1,0,0,False
Fox_education_Otilia,Fox,US/Mountain,0.9995437956204379,269,916.7996592119276,eligible,3,0,0,False
Fox_education_Ray,Fox,US/Mountain,0.9998479318734793,271,37.11727148288973,eligible,1,0,0,False
Fox_education_Rosie,Fox,US/Mountain,0.9995437956204379,269,123.06959531416399,eligible,3,0,0,False
Fox_education_Rudolph,Fox,US/Mountain,0.9996958637469586,270,21.935754487374506,eligible,2,0,1,False
Fox_education_Shaun,Fox,US/Mountain,0.9998479318734793,271,75.95075589353613,eligible,1,0,544,False
Fox_education_Shawanda,Fox,US/Mountain,0.9996958637469586,270,13.161977487070276,eligible,2,0,0,False
Fox_education_Shirley,Fox,US/Mountain,0.9890510948905109,244,100.48406211562116,eligible,72,0,0,False
Fox_education_Stacia,Fox,US/Mountain,0.9996958637469586,270,73.32446455734713,eligible,2,0,199,False
Fox_education_Sterling,Fox,US/Mountain,0.9995437956204379,269,23.45016887266088,eligible,3,0,1,False
Fox_education_Suzan,Fox,US/Mountain,0.9998479318734793,271,34.789438783269965,eligible,1,0,0,False
Fox_education_Tamika,Fox,US/Mountain,0.9998479318734793,271,160.3028410646388,eligible,1,0,1,False
Fox_education_Theodore,Fox,US/Mountain,0.9996958637469586,270,268.70585031944023,eligible,2,0,1,False
Fox_education_Tonya,Fox,US/Mountain,0.9995437956204379,269,171.2935143769968,eligible,3,0,0,False
Fox_education_Vernon,Fox,US/Mountain,0.9998479318734793,271,45.239925475285176,eligible,1,0,1336,False
Fox_education_Virgil,Fox,US/Mountain,0.9996958637469586,270,87.87505476118041,eligible,2,0,0,False
Fox_education_Virginia,Fox,US/Mountain,0.9949817518248175,252,11.427128228641296,eligible,33,0,2,False
Fox_education_Wendell,Fox,US/Mountain,0.9995437956204379,269,533.4558086109844,eligible,3,0,0,False
Fox_education_Willis,Fox,US/Mountain,0.9996958637469586,270,2533.274501064801,eligible,2,0,0,False
Fox_education_Yolande,Fox,US/Mountain,0.9998479318734793,271,524.9814828897338,eligible,1,0,0,False
Fox_food_Francesco,Fox,US/Mountain,0.9995437956204379,269,56.629458390384904,eligible,3,0,0,False
Fox_food_Scott,Fox,US/Mountain,0.9998479318734793,271,72.25669809885932,eligible,1,0,1,False
Fox_health_Lorena,Fox,US/Mountain,0.996654501216545,261,44.62136557827281,eligible,22,0,17,False
Fox_lodging_Alana,Fox,US/Mountain,0.9995437956204379,269,198.02374410467058,eligible,3,0,0,False
Fox_lodging_Angla,Fox,US/Mountain,0.9996958637469586,270,119.60238971706723,eligible,2,0,5,False
Fox_lodging_Frances,Fox,US/Mountain,0.9996958637469586,270,103.62165956799514,eligible,2,0,2,False
Fox_lodging_Helen,Fox,US/Mountain,0.9998479318734793,271,403.2368,eligible,1,0,0,False
Fox_lodging_Isabell,Fox,US/Mountain,0.9995437956204379,269,28.014897307165675,eligible,3,0,0,False
Fox_lodging_Jina,Fox,US/Mountain,0.9996958637469586,270,146.84742774566473,eligible,2,0,0,False
Fox_lodging_Morris,Fox,US/Mountain,0.9998479318734793,271,23.54844714828897,eligible,1,0,12,False
Fox_lodging_Stephan,Fox,US/Mountain,0.9995437956204379,269,30.476891830214512,eligible,3,0,0,False
Fox_lodging_Stephen,Fox,US/Mountain,0.9998479318734793,271,79.0836547528517,eligible,1,0,0,False
Fox_lodging_Wallace,Fox,US/Mountain,0.9995437956204379,269,345.29733759318424,eligible,3,0,0,False
Fox_lodging_Warren,Fox,US/Mountain,0.9996958637469586,270,37.40615302707636,eligible,2,0,0,False
Fox_lodging_Winifred,Fox,US/Mountain,0.9995437956204379,269,87.092978852883,eligible,3,0,0,False
Fox_office_Alice,Fox,US/Mountain,0.9996958637469586,270,363.75037420139944,eligible,2,0,0,False
Fox_office_Bernard,Fox,US/Mountain,0.9996958637469586,270,136.43550501977487,eligible,2,0,0,False
Fox_office_Berniece,Fox,US/Mountain,0.9995437956204379,269,23.030781986916175,eligible,3,0,5,False
Fox_office_Brandy,Fox,US/Mountain,0.9998479318734793,271,32.8713247148289,eligible,1,0,0,False
Fox_office_Carson,Fox,US/Mountain,0.9996958637469586,270,53.57333586857317,eligible,2,0,0,False
Fox_office_Clayton,Fox,US/Mountain,0.9998479318734793,271,90.66058098859315,eligible,1,0,0,False
Fox_office_Demetrius,Fox,US/Mountain,0.9995437956204379,269,121.65913433744105,eligible,3,0,0,False
Fox_office_Easter,Fox,US/Mountain,0.9948296836982968,254,20.805582390706206,eligible,34,0,0,False
Fox_office_Edythe,Fox,US/Mountain,0.9998479318734793,271,116.15177794676805,eligible,1,0,0,False
Fox_office_Essie,Fox,US/Mountain,0.9998479318734793,271,63.39055057034221,eligible,1,0,1,False
Fox_office_Gaylord,Fox,US/Mountain,0.9998479318734793,271,170.02725475285175,eligible,1,0,46,False
Fox_office_Israel,Fox,US/Mountain,0.9998479318734793,271,125.32633003802282,eligible,1,0,1,False
Fox_office_Joy,Fox,US/Mountain,0.9998479318734793,271,193.5701885931559,eligible,1,0,0,False
Fox_office_Juana,Fox,US/Mountain,0.9907238442822385,249,18.865481197237145,eligible,61,0,0,False
Fox_office_Karima,Fox,US/Mountain,0.9998479318734793,271,73.2184927756654,eligible,1,0,0,False
Fox_office_Margarita,Fox,US/Mountain,0.9995437956204379,269,20.96231249049141,eligible,3,0,6,False
Fox_office_Molly,Fox,US/Mountain,0.9995437956204379,269,8.128270196257418,eligible,3,0,0,False
Fox_office_Rowena,Fox,US/Mountain,0.9998479318734793,271,37.48156349809886,eligible,1,0,21,False
Fox_office_Sheila,Fox,US/Mountain,0.9995437956204379,269,9.441455956184392,eligible,3,0,0,False
Fox_office_Susanne,Fox,US/Mountain,0.9998479318734793,271,18.893779467680606,eligible,1,0,0,False
Fox_office_Thelma,Fox,US/Mountain,0.9998479318734793,271,126.15141749049431,eligible,1,0,0,False
Fox_office_Vicki,Fox,US/Mountain,0.9998479318734793,271,150.98688060836503,eligible,1,0,0,False
Fox_office_Yong,Fox,US/Mountain,0.9995437956204379,269,150.41600638977636,eligible,3,0,6,False
Fox_office_Zachary,Fox,US/Mountain,0.9998479318734793,271,166.87673460076047,eligible,1,0,0,False
Fox_parking_Felipa,Fox,US/Mountain,0.9996958637469586,270,62.84665348341954,eligible,2,0,7,False
Fox_parking_Lynelle,Fox,US/Mountain,0.9996958637469586,270,12.775314876787347,eligible,2,0,0,False
Fox_parking_Tommie,Fox,US/Mountain,0.9995437956204379,269,99.92695116385214,eligible,3,0,6,False
Fox_public_Bart,Fox,US/Mountain,0.9996958637469586,270,134.92984332217827,eligible,2,0,0,False
Fox_public_Belle,Fox,US/Mountain,0.9996958637469586,270,49.15179190751446,eligible,2,0,11,False
Fox_public_Denny,Fox,US/Mountain,0.9998479318734793,271,148.11437566539925,eligible,1,0,0,False
Fox_public_Lauren,Fox,US/Mountain,0.9995437956204379,269,118.84470409249961,eligible,3,0,7,False
Fox_public_Martin,Fox,US/Mountain,0.9995437956204379,269,185.932927126122,eligible,3,0,7,False
Fox_public_Rhonda,Fox,US/Mountain,0.9995437956204379,269,106.71664384603682,eligible,3,0,0,False
Fox_religion_Maurice,Fox,US/Mountain,0.9995437956204379,269,1.6562285105735584,eligible,3,0,687,False
Fox_retail_Manie,Fox,US/Mountain,0.9998479318734793,271,65.93605019011406,eligible,1,0,7,False
Fox_utility_Marian,Fox,US/Mountain,0.9998479318734793,271,476.9325095057034,eligible,1,0,0,False
Fox_warehouse_Lorretta,Fox,US/Mountain,0.9949817518248175,256,17.933723062815222,eligible,33,0,126,False
Fox_warehouse_Pearl,Fox,US/Mountain,0.9975669099756691,269,33.22246493902439,eligible,16,0,5,False
Gator_assembly_Alexa,Gator,US/Eastern,0.9633515815085159,262,0.18689804262036305,eligible,241,0,3216,True
Gator_assembly_Bailey,Gator,US/Eastern,0.9779501216545012,266,0.6269597263256104,eligible,145,0,216,False
Gator_assembly_Beryl,Gator,US/Eastern,0.9049574209245742,246,1.163,training_valid_fraction_below_0.95,625,0,216,False
Gator_assembly_Blanca,Gator,US/Eastern,0.9888990267639902,269,772.5025387974781,eligible,73,0,0,False
Gator_assembly_Daisy,Gator,US/Eastern,0.8759124087591241,239,3.2147574999999997,training_valid_fraction_below_0.95,816,0,0,False
Gator_assembly_Elliot,Gator,US/Eastern,0.7737226277372263,212,0.0,training_valid_fraction_below_0.95,1488,0,5088,False
Gator_assembly_Enid,Gator,US/Eastern,0.9852493917274939,268,6.4576352214847965,eligible,97,0,24,False
Gator_assembly_Erich,Gator,US/Eastern,0.877889294403893,233,20.80355274553958,training_valid_fraction_below_0.95,803,0,0,False
Gator_assembly_Gene,Gator,US/Eastern,0.8648114355231143,235,26.284509407420433,training_valid_fraction_below_0.95,889,0,48,False
Gator_assembly_Hue,Gator,US/Eastern,0.878801703163017,235,0.8633517390551998,training_valid_fraction_below_0.95,797,0,3367,False
Gator_assembly_Joni,Gator,US/Eastern,0.9560523114355232,260,3.7408905678383966,eligible,289,0,0,False
Gator_assembly_Kayleigh,Gator,US/Eastern,0.8940085158150851,243,5.47644798435108,training_valid_fraction_below_0.95,697,0,96,False
Gator_assembly_Kimberly,Gator,US/Eastern,0.9888990267639902,269,1479.439952652622,eligible,73,0,0,False
Gator_assembly_Lelia,Gator,US/Eastern,0.9779501216545012,266,4.596022375991292,eligible,145,0,24,False
Gator_assembly_Lera,Gator,US/Eastern,0.9852493917274939,268,0.17055483870967741,eligible,97,0,3407,False
Gator_assembly_Lilli,Gator,US/Eastern,0.9049574209245742,246,3.074944799193413,training_valid_fraction_below_0.95,625,0,0,False
Gator_assembly_Loyce,Gator,US/Eastern,0.9852493917274939,268,20.17255908319185,eligible,97,0,0,False
Gator_assembly_Lucia,Gator,US/Eastern,0.9013077858880778,245,5.733083246161633,training_valid_fraction_below_0.95,649,0,48,False
Gator_assembly_Marjorie,Gator,US/Eastern,0.9852493917274939,268,44.314553696558114,eligible,97,0,0,False
Gator_assembly_Maurine,Gator,US/Eastern,0.9852493917274939,268,9.915732057416268,eligible,97,0,0,False
Gator_assembly_Milton,Gator,US/Eastern,0.8903588807785888,242,0.5945328437233135,training_valid_fraction_below_0.95,721,0,1128,False
Gator_assembly_Regina,Gator,US/Eastern,0.9049574209245742,246,20.182826869433708,training_valid_fraction_below_0.95,625,0,0,False
Gator_assembly_Roy,Gator,US/Eastern,0.9525547445255474,260,2.541190038314176,eligible,312,0,4104,False
Gator_assembly_Selma,Gator,US/Eastern,0.9815997566909975,267,1.8645995352439972,eligible,121,0,360,False
Gator_assembly_Stacy,Gator,US/Eastern,0.9306569343065694,254,0.05525372549019608,training_valid_fraction_below_0.95,456,0,1056,False
Gator_assembly_Virgie,Gator,US/Eastern,0.9706508515815085,264,0.3749033683221056,eligible,193,0,0,False
Gator_office_August,Gator,US/Eastern,0.9014598540145985,246,63.87989068825912,training_valid_fraction_below_0.95,648,0,24,False
Gator_office_Betty,Gator,US/Eastern,0.8867092457420924,241,32.51963517406963,training_valid_fraction_below_0.95,745,0,0,False
Gator_office_Carrie,Gator,US/Eastern,0.9852493917274939,268,953.6033354530022,eligible,97,0,0,False
Gator_office_Hunter,Gator,US/Eastern,0.8538625304136253,233,39.22860692787177,training_valid_fraction_below_0.95,961,0,24,False
Gator_office_Julie,Gator,US/Eastern,0.9706508515815085,264,7.150245621181263,eligible,193,0,72,False
Gator_office_Lisa,Gator,US/Eastern,0.8940085158150851,243,191.44752614390202,training_valid_fraction_below_0.95,697,0,0,False
Gator_office_Lucy,Gator,US/Eastern,0.8976581508515815,244,389.3870907165848,training_valid_fraction_below_0.95,673,0,0,False
Gator_office_Merle,Gator,US/Eastern,0.9706508515815085,264,1.0695585148049507,eligible,193,0,1583,False
Gator_other_Cassandra,Gator,US/Eastern,0.9706508515815085,264,27.57463772520758,eligible,193,0,0,False
Gator_other_Elfriede,Gator,US/Eastern,0.9815997566909975,267,25.477150023237797,eligible,121,0,0,False
Gator_other_Gertrude,Gator,US/Eastern,0.9852493917274939,268,1.6951690075628956,eligible,97,0,215,False
Gator_other_Glen,Gator,US/Eastern,0.8905109489051095,243,3.165643442622951,training_valid_fraction_below_0.95,720,0,0,False
Gator_other_Minda,Gator,US/Eastern,0.9451034063260341,257,4.69316094931617,training_valid_fraction_below_0.95,361,0,216,False
Gator_other_Refugio,Gator,US/Eastern,0.8941605839416058,244,0.3195583673469388,training_valid_fraction_below_0.95,696,0,120,False
Gator_other_Reginald,Gator,US/Eastern,0.8684610705596107,236,62.81562085449133,training_valid_fraction_below_0.95,865,0,48,False
Gator_other_Russel,Gator,US/Eastern,0.8065693430656934,220,10.85972036199095,training_valid_fraction_below_0.95,1272,0,48,False
Gator_other_Samuel,Gator,US/Eastern,0.8798661800486618,237,7.245805893536122,training_valid_fraction_below_0.95,790,0,0,False
Gator_public_Alexandra,Gator,US/Eastern,0.9781021897810219,267,24.57245410447761,eligible,144,0,72,False
Gator_public_Beulah,Gator,US/Eastern,0.9852493917274939,268,8.220867695632041,eligible,97,0,0,False
Gator_public_Cheri,Gator,US/Eastern,0.9815997566909975,267,20.306739457784666,eligible,121,0,0,False
Gator_public_Clara,Gator,US/Eastern,0.9049574209245742,246,11.540915056293061,training_valid_fraction_below_0.95,625,0,0,False
Gator_public_Dale,Gator,US/Eastern,0.8940085158150851,243,45.09440522197652,training_valid_fraction_below_0.95,697,0,0,False
Gator_public_Dewey,Gator,US/Eastern,0.9852493917274939,268,6.183361352060503,eligible,97,0,0,False
Gator_public_Dionna,Gator,US/Eastern,0.9852493917274939,268,21.613830683747494,eligible,97,0,0,False
Gator_public_Erika,Gator,US/Eastern,0.8940085158150851,243,6.540057781935704,training_valid_fraction_below_0.95,697,0,24,False
Gator_public_Everette,Gator,US/Eastern,0.9451034063260341,257,125.90973578439261,training_valid_fraction_below_0.95,361,0,24,False
Gator_public_Geraldine,Gator,US/Eastern,0.8867092457420924,241,20.763501149031043,training_valid_fraction_below_0.95,745,0,0,False
Gator_public_Janna,Gator,US/Eastern,0.8940085158150851,243,101.77377132165336,training_valid_fraction_below_0.95,697,0,0,False
Gator_public_Jayme,Gator,US/Eastern,0.9815997566909975,267,113.9352415336948,eligible,121,0,0,False
Gator_public_Jolene,Gator,US/Eastern,0.8905109489051095,243,6.642083196721312,training_valid_fraction_below_0.95,720,0,120,False
Gator_public_Kendall,Gator,US/Eastern,0.9013077858880778,245,17.79466745402396,training_valid_fraction_below_0.95,649,0,0,False
Gator_public_Kenny,Gator,US/Eastern,0.9852493917274939,268,89.22528015125789,eligible,97,0,24,False
Gator_public_Latasha,Gator,US/Eastern,0.9049574209245742,246,18.95143896824063,training_valid_fraction_below_0.95,625,0,96,False
Gator_public_Leroy,Gator,US/Eastern,0.9852493917274939,268,20.80320935329526,eligible,97,0,0,False
Gator_public_Lindsey,Gator,US/Eastern,0.9779501216545012,266,29.886490499144763,eligible,145,0,0,False
Gator_public_Lona,Gator,US/Eastern,0.8794099756690997,239,1.2816893307971642,training_valid_fraction_below_0.95,793,0,168,False
Gator_public_Marcie,Gator,US/Eastern,0.9815997566909975,267,109.4432208830364,eligible,121,0,0,False
Gator_public_Marissa,Gator,US/Eastern,0.9706508515815085,264,15.302522920256934,eligible,193,0,0,False
Gator_public_Maude,Gator,US/Eastern,0.9122566909975669,248,105.0708444240707,training_valid_fraction_below_0.95,577,0,24,False
Gator_public_Natasha,Gator,US/Eastern,0.9743004866180048,265,121.51396858123927,eligible,169,0,0,False
Gator_public_Nettie,Gator,US/Eastern,0.9743004866180048,265,16.57312461370376,eligible,169,0,72,False
Gator_public_Noe,Gator,US/Eastern,0.9049574209245742,246,55.271887195429336,training_valid_fraction_below_0.95,625,0,0,False
Gator_public_Philip,Gator,US/Eastern,0.8940085158150851,243,2.816632828712366,training_valid_fraction_below_0.95,697,0,0,False
Gator_public_Randall,Gator,US/Eastern,0.9852493917274939,268,58.94304568606267,eligible,97,0,0,False
Gator_public_Ross,Gator,US/Eastern,0.9013077858880778,245,8.962376834823687,training_valid_fraction_below_0.95,649,0,168,False
Gator_public_Tiffany,Gator,US/Eastern,0.8867092457420924,241,15.04784740181787,training_valid_fraction_below_0.95,745,0,0,False
Gator_warehouse_Constance,Gator,US/Eastern,0.9706508515815085,264,14.46153476421745,eligible,193,0,72,False
Gator_warehouse_Stacie,Gator,US/Eastern,0.8830596107055961,241,19.276043895298777,training_valid_fraction_below_0.95,769,0,0,False
Hog_assembly_Annemarie,Hog,US/Central,1.0,272,0.0,degenerate_training_meter,0,0,6576,False
Hog_assembly_Arlie,Hog,US/Central,1.0,272,0.0,degenerate_training_meter,0,0,6576,False
Hog_assembly_Colette,Hog,US/Central,1.0,272,370.0643464111922,eligible,0,0,0,True
Hog_assembly_Dona,Hog,US/Central,1.0,272,283.7453067214112,eligible,0,0,0,False
Hog_assembly_Edward,Hog,US/Central,1.0,272,0.0,degenerate_training_meter,0,0,6576,False
Hog_assembly_Jasmine,Hog,US/Central,1.0,272,87.05831341240875,eligible,0,0,0,False
Hog_assembly_Letha,Hog,US/Central,0.9834245742092458,254,642.7391835472398,eligible,109,0,0,False
Hog_assembly_Maribel,Hog,US/Central,0.9996958637469586,270,869.520991785823,eligible,2,0,1,False
Hog_assembly_Marilynn,Hog,US/Central,1.0,272,0.0,degenerate_training_meter,0,0,6576,False
Hog_assembly_Pedro,Hog,US/Central,0.9998479318734793,271,210.46981292775666,eligible,1,0,0,False
Hog_assembly_Una,Hog,US/Central,1.0,272,0.0,degenerate_training_meter,0,0,6576,False
Hog_education_Beth,Hog,US/Central,0.9989355231143552,270,112.19363312528543,eligible,7,0,0,False
Hog_education_Bruno,Hog,US/Central,1.0,272,262.0319013077859,eligible,0,0,0,False
Hog_education_Caridad,Hog,US/Central,1.0,272,1621.3869805352797,eligible,0,0,0,False
Hog_education_Casandra,Hog,US/Central,1.0,272,1258.5077937956205,eligible,0,0,0,False
Hog_education_Cathleen,Hog,US/Central,1.0,272,119.15206812652067,eligible,0,0,5176,False
Hog_education_Darryl,Hog,US/Central,1.0,272,0.0,degenerate_training_meter,0,0,6576,False
Hog_education_Donnie,Hog,US/Central,1.0,272,94.40733956812653,eligible,0,0,0,False
Hog_education_George,Hog,US/Central,1.0,272,218.3277913625304,eligible,0,0,0,False
Hog_education_Hallie,Hog,US/Central,1.0,272,64.4287671836983,eligible,0,0,0,False
Hog_education_Haywood,Hog,US/Central,0.9992396593673966,267,134.61285314259626,eligible,5,0,121,False
Hog_education_Janell,Hog,US/Central,0.9977189781021898,268,3666.3647767108673,eligible,15,0,1,False
Hog_education_Jared,Hog,US/Central,1.0,272,13.46054409975669,eligible,0,0,133,False
Hog_education_Jewel,Hog,US/Central,1.0,272,59.90605717761557,eligible,0,0,0,False
Hog_education_Jordan,Hog,US/Central,1.0,272,112.2030136861314,eligible,0,0,0,False
Hog_education_Josh,Hog,US/Central,1.0,272,152.35989598540147,eligible,0,0,0,False
Hog_education_Leandro,Hog,US/Central,0.9930048661800487,269,471.79632067381317,eligible,46,0,0,False
Hog_education_Luvenia,Hog,US/Central,1.0,272,463.2234746046229,eligible,0,0,0,False
Hog_education_Madge,Hog,US/Central,1.0,272,90.10245787712896,eligible,0,0,0,False
Hog_education_Odell,Hog,US/Central,0.996198296836983,266,538.0382028697909,eligible,25,0,0,False
Hog_education_Rachael,Hog,US/Central,1.0,272,84.83742320559611,eligible,0,0,0,False
Hog_education_Robert,Hog,US/Central,1.0,272,597.1058981143553,eligible,0,0,0,False
Hog_education_Roberto,Hog,US/Central,1.0,272,201.18893430656934,eligible,0,0,0,False
Hog_education_Sonia,Hog,US/Central,0.9984793187347932,266,629.3442936338713,eligible,10,0,0,False
Hog_education_Wayne,Hog,US/Central,0.9992396593673966,267,178.07551346826966,eligible,5,0,2,False
Hog_food_Morgan,Hog,US/Central,1.0,272,59.7491858272506,eligible,0,0,0,False
Hog_health_Hisako,Hog,US/Central,0.9998479318734793,271,213.01692623574144,eligible,1,0,2,False
Hog_health_Jenny,Hog,US/Central,0.9992396593673966,267,183.510279105159,eligible,5,0,8,False
Hog_health_Kesha,Hog,US/Central,0.9993917274939172,268,246.12072398052345,eligible,4,0,6,False
Hog_industrial_Jay,Hog,US/Central,1.0,272,228.7910567214112,eligible,0,0,1,False
Hog_industrial_Jeremy,Hog,US/Central,1.0,272,43.51963351581508,eligible,0,0,0,False
Hog_industrial_Joanne,Hog,US/Central,1.0,272,138.9101429440389,eligible,0,0,0,False
Hog_industrial_Mariah,Hog,US/Central,1.0,272,15.965152220194648,eligible,0,0,0,False
Hog_industrial_Quentin,Hog,US/Central,1.0,272,127.54017639902676,eligible,0,0,0,False
Hog_lodging_Brian,Hog,US/Central,1.0,272,100.48889902676399,eligible,0,0,1,False
Hog_lodging_Celeste,Hog,US/Central,1.0,272,96.6096922141119,eligible,0,0,0,False
Hog_lodging_Edgar,Hog,US/Central,1.0,272,134.34990875912408,eligible,0,0,0,False
Hog_lodging_Francisco,Hog,US/Central,1.0,272,162.31454577250608,eligible,0,0,0,False
Hog_lodging_Hal,Hog,US/Central,1.0,272,171.9512861922141,eligible,0,0,0,False
Hog_lodging_Mauricio,Hog,US/Central,0.9998479318734793,271,242.92441064638783,eligible,1,0,1,False
